id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,fiscal_year,sort_order,is_ttm,equity,debt_to_equity,equity_ratio
136,ABB,Dec 2012,21.0,626,0,260,907,109,1,0,798,907,2012,201201,False,647.0,0.0,0.7133406835722161
137,ABB,Mar 2014,21.0,767,0,351,1139,98,1,0,1040,1139,2014,201404,False,788.0,0.0,0.6918349429323969
138,ABB,Mar 2015,21.0,916,0,436,1374,96,4,0,1274,1374,2015,201504,False,937.0,0.0,0.6819505094614265
139,ABB,Mar 2016,21.0,1174,0,421,1616,108,3,0,1505,1616,2016,201604,False,1195.0,0.0,0.739480198019802
140,ABB,Mar 2017,21.0,1366,0,679,2066,110,6,0,1950,2066,2017,201704,False,1387.0,0.0,0.6713455953533398
141,ABB,Mar 2018,21.0,1672,0,723,2416,81,2,0,2333,2416,2018,201804,False,1693.0,0.0,0.7007450331125827
142,ABB,Mar 2019,21.0,1987,0,932,2941,105,1,0,2835,2941,2019,201904,False,2008.0,0.0,0.6827609656579394
143,ABB,Mar 2020,21.0,2410,175,940,3547,270,2,0,3275,3547,2020,202004,False,2431.0,0.07198683669271905,0.6853679165491965
144,ABB,Mar 2021,21.0,2581,153,1086,3840,251,1,0,3589,3840,2021,202104,False,2602.0,0.058800922367409685,0.6776041666666667
145,ABB,Mar 2022,21.0,2799,152,1253,4224,271,1,0,3952,4224,2022,202204,False,2820.0,0.05390070921985816,0.6676136363636364
146,ABB,Mar 2023,21.0,3167,113,1254,4556,237,4,0,4315,4556,2023,202304,False,3188.0,0.03544542032622334,0.6997366110623354
147,ABB,Mar 2024,21.0,3678,83,1411,5193,225,10,0,4958,5193,2024,202404,False,3699.0,0.022438496891051634,0.7123050259965338
148,ABB,Sep 2024,21.0,3500,60,1481,5063,216,13,0,4834,5063,2024,202410,False,3521.0,0.017040613462084634,0.6954374876555401
149,ADANIENSOL,Mar 2014,0.1,0,0,0,0,0,0,0,0,0,2014,201404,False,0.1,0.0,
150,ADANIENSOL,Mar 2015,1090.0,-7,9701,708,11492,10573,10,0,909,11492,2015,201504,False,1083.0,8.95752539242844,0.09423947093630351
151,ADANIENSOL,Mar 2016,1100.0,1572,8585,489,11746,10060,258,20,1407,11746,2016,201604,False,2672.0,3.2129491017964074,0.2274816958964754
152,ADANIENSOL,Mar 2017,1100.0,1847,8975,890,12811,9853,1343,105,1510,12811,2017,201704,False,2947.0,3.045469969460468,0.23003668722191867
153,ADANIENSOL,Mar 2018,1100.0,4957,10428,781,17265,9291,2353,0,5621,17265,2018,201804,False,6057.0,1.7216443784051512,0.35082536924413554
154,ADANIENSOL,Mar 2019,1100.0,6943,20137,4379,32558,24412,694,336,7117,32558,2019,201904,False,8043.0,2.50366778565212,0.24703605872596596
155,ADANIENSOL,Mar 2020,1100.0,7399,24246,6966,39711,24924,2212,313,12262,39711,2020,202004,False,8499.0,2.8528062124955875,0.214021303920828
156,ADANIENSOL,Mar 2021,1100.0,7819,27095,7219,43234,26987,5255,442,10550,43234,2021,202104,False,8919.0,3.0378966251821953,0.20629597076375075
157,ADANIENSOL,Mar 2022,1100.0,8813,29902,7650,47464,30272,5060,561,11572,47464,2022,202204,False,9913.0,3.016443054574801,0.20885302545086804
158,ADANIENSOL,Mar 2023,1115.0,10634,34270,7913,53932,32645,6200,1370,13716,53932,2023,202304,False,11749.0,2.916843986722274,0.21784840169101832
159,ADANIENSOL,Mar 2024,1115.0,11526,37070,8827,58538,38920,3003,766,15849,58538,2024,202404,False,12641.0,2.93252116130053,0.21594519799104855
160,ADANIENSOL,Sep 2024,1201.0,19784,39009,9113,69107,38186,4355,1608,24958,69107,2024,202410,False,20985.0,1.8588992137240887,0.30365954244866655
170,ADANIENT,Mar 2013,110.0,21286,69332,21143,111871,48770,29248,323,33529,111871,2013,201304,False,21396.0,3.240418769863526,0.19125600021453282
171,ADANIENT,Mar 2014,110.0,23647,71980,22365,118102,70579,13574,288,33661,118102,2014,201404,False,23757.0,3.0298438355011155,0.20115662732214526
172,ADANIENT,Mar 2015,110.0,25618,83571,21420,130718,83834,6733,744,39407,130718,2015,201504,False,25728.0,3.248250932835821,0.19682063679064857
173,ADANIENT,Mar 2016,110.0,13268,19169,9132,41679,10473,7705,805,22696,41679,2016,201604,False,13378.0,1.4328748691882194,0.32097699081072
174,ADANIENT,Mar 2017,110.0,14026,20846,12630,47611,13668,7731,1042,25170,47611,2017,201704,False,14136.0,1.4746745897000566,0.2969061771439373
175,ADANIENT,Mar 2018,110.0,14979,17637,23679,56405,10555,5526,1461,38864,56405,2018,201804,False,15089.0,1.1688647359003248,0.2675117454126407
176,ADANIENT,Mar 2019,110.0,14646,11243,16537,42536,9020,5765,1511,26240,42536,2019,201904,False,14756.0,0.7619273515857956,0.3469061500846342
177,ADANIENT,Mar 2020,110.0,16837,12419,17509,46875,10476,7347,1952,27099,46875,2020,202004,False,16947.0,0.7328140673865581,0.361536
178,ADANIENT,Mar 2021,110.0,17049,16227,18231,51617,10838,8825,5503,26451,51617,2021,202104,False,17159.0,0.9456844804475786,0.3324292384291997
179,ADANIENT,Mar 2022,110.0,22147,41604,37726,101586,30123,23544,4292,43627,101586,2022,202204,False,22257.0,1.8692546165251382,0.219095150906621
180,ADANIENT,Mar 2023,114.0,32937,53200,55027,141278,56881,24025,6310,54062,141278,2023,202304,False,33051.0,1.6096335965628876,0.23394300598819348
181,ADANIENT,Mar 2024,114.0,38962,65310,56200,160586,65978,35180,8701,50728,160586,2024,202404,False,39076.0,1.671358378544375,0.24333378999414643
182,ADANIENT,Sep 2024,114.0,41782,80427,59445,181768,84751,29745,10322,56949,181768,2024,202410,False,41896.0,1.91968206988734,0.23049161568592932
192,ADANIGREEN,Mar 2017,1274.0,-71,4347,610,6160,4341,267,26,1525,6160,2017,201704,False,1203.0,3.6134663341645887,0.1952922077922078
193,ADANIGREEN,Mar 2018,1564.0,-223,9864,4503,15709,9120,1725,87,4777,15709,2018,201804,False,1341.0,7.355704697986577,0.0853650773441976
194,ADANIGREEN,Mar 2019,1564.0,369,11142,1582,14658,10388,743,77,3449,14658,2019,201904,False,1933.0,5.764097258147957,0.1318733797243826
195,ADANIGREEN,Mar 2020,1564.0,793,14866,1201,18424,12554,1208,476,4186,18424,2020,202004,False,2357.0,6.307170131523122,0.12793095961788972
196,ADANIGREEN,Mar 2021,1564.0,636,24209,2283,28692,16429,4452,502,7309,28692,2021,202104,False,2200.0,11.004090909090909,0.0766764254844556
197,ADANIGREEN,Mar 2022,1564.0,1050,52832,3508,58954,28452,19999,574,10029,58954,2022,202204,False,2614.0,20.211170619739864,0.04433965464599518
198,ADANIGREEN,Mar 2023,1584.0,5720,54223,5382,66909,48336,5291,1149,12133,66909,2023,202304,False,7304.0,7.423740416210296,0.10916319179781495
199,ADANIGREEN,Mar 2024,1584.0,8250,64858,13394,88086,62284,6427,1515,17860,88086,2024,202404,False,9834.0,6.595281675818589,0.11164089639670322
200,ADANIGREEN,Sep 2024,1584.0,8992,67430,20252,98258,64632,14617,2331,16678,98258,2024,202410,False,10576.0,6.375756429652042,0.10763500173013903
201,ADANIPORTS,Mar 2013,401.0,5993,11620,3022,21035,11382,2951,222,6480,21035,2013,201304,False,6394.0,1.817328745699093,0.30396957451865936
202,ADANIPORTS,Mar 2014,414.0,8351,12979,2933,24677,13163,2025,63,9426,24677,2014,201404,False,8765.0,1.4807758128921849,0.355189042428172
203,ADANIPORTS,Mar 2015,414.0,10351,17776,3541,32082,20527,1276,260,10020,32082,2015,201504,False,10765.0,1.651277287505806,0.335546412318434
204,ADANIPORTS,Mar 2016,414.0,13091,22342,2538,38385,20883,1967,545,14990,38385,2016,201604,False,13505.0,1.6543502406516104,0.35183014198254525
205,ADANIPORTS,Mar 2017,414.0,17112,22214,3629,43369,21054,4514,1161,16641,43369,2017,201704,False,17526.0,1.2674883030925481,0.40411353731928334
206,ADANIPORTS,Mar 2018,414.0,20489,22370,3960,47233,22670,4545,1079,18938,47233,2018,201804,False,20903.0,1.0701813136870306,0.44255075900323926
207,ADANIPORTS,Mar 2019,414.0,23958,27712,4228,56311,28121,4483,782,22924,56311,2019,201904,False,24372.0,1.1370425077958313,0.4328106409049742
208,ADANIPORTS,Mar 2020,406.0,25051,30242,6217,61917,32715,3216,1178,24808,61917,2020,202004,False,25457.0,1.1879640177554307,0.4111471809034675
209,ADANIPORTS,Mar 2021,406.0,30035,35855,8285,74582,48291,3697,2236,20358,74582,2021,202104,False,30441.0,1.1778522387569397,0.4081547826553324
210,ADANIPORTS,Mar 2022,422.0,41399,47935,8572,98328,62553,4023,3161,28591,98328,2022,202204,False,41821.0,1.1461944955883407,0.42532137336262305
211,ADANIPORTS,Mar 2023,432.0,44957,53434,13740,112563,72224,6637,7432,26271,112563,2023,202304,False,45389.0,1.1772455881380952,0.40323196787576737
212,ADANIPORTS,Mar 2024,432.0,52346,49470,14751,116999,75148,10936,4289,26627,116999,2024,202404,False,52778.0,0.9373223691689719,0.45109787263139
213,ADANIPORTS,Sep 2024,432.0,56744,50485,18354,126015,79136,13328,4489,29062,126015,2024,202410,False,57176.0,0.882975374282916,0.4537237630440821
214,ADANIPOWER,Mar 2013,2393.0,1900,41795,8599,54688,29089,18976,22,6600,54688,2013,201304,False,4293.0,9.735616119263918,0.07849985371562317
215,ADANIPOWER,Mar 2014,2872.0,3671,44150,8045,58739,46365,3660,115,8599,58739,2014,201404,False,6543.0,6.747669264863212,0.11139106896610429
216,ADANIPOWER,Mar 2015,2872.0,2853,44742,8008,58474,45080,191,357,12846,58474,2015,201504,False,5725.0,7.815196506550218,0.09790676197968327
217,ADANIPOWER,Mar 2016,3334.0,4134,52729,15597,75794,56941,88,0,18765,75794,2016,201604,False,7468.0,7.06065881092662,0.0985302266670185
218,ADANIPOWER,Mar 2017,3857.0,-857,52484,16027,71511,54391,125,164,16831,71511,2017,201704,False,3000.0,17.494666666666667,0.04195158786760079
219,ADANIPOWER,Mar 2018,3857.0,-2968,52835,15804,69528,52137,120,0,17271,69528,2018,201804,False,889.0,59.43194600674916,0.012786215625359568
220,ADANIPOWER,Mar 2019,3857.0,3855,46980,13293,67985,50419,350,3,17213,67985,2019,201904,False,7712.0,6.091804979253112,0.1134367875266603
221,ADANIPOWER,Mar 2020,3857.0,2624,55199,13346,75025,55846,2347,3,16830,75025,2020,202004,False,6481.0,8.517049837987965,0.08638453848717094
222,ADANIPOWER,Mar 2021,3857.0,9256,52519,13175,78806,52851,6439,20,19495,78806,2021,202104,False,13113.0,4.005109433386716,0.1663959596985001
223,ADANIPOWER,Mar 2022,3857.0,14600,49145,14379,81981,53274,10270,183,18254,81981,2022,202204,False,18457.0,2.662675407704394,0.22513753186713995
224,ADANIPOWER,Mar 2023,3857.0,26019,42350,13596,85821,51451,12880,654,20836,85821,2023,202304,False,29876.0,1.4175257731958764,0.3481199240279186
225,ADANIPOWER,Mar 2024,3857.0,39288,34616,14248,92009,63016,925,374,27694,92009,2024,202404,False,43145.0,0.8023177656738903,0.4689215185470986
226,ADANIPOWER,Sep 2024,3857.0,52097,37705,17125,110784,71147,9455,321,29863,110784,2024,202410,False,55954.0,0.6738570969010258,0.5050729347198152
227,AMBUJACEM,Dec 2012,308.0,8489,60,3487,12345,5951,524,1581,4289,12345,2012,201201,False,8797.0,0.006820506991019666,0.7125961927906035
228,AMBUJACEM,Dec 2013,309.0,9153,48,3446,12956,6147,698,1714,4399,12956,2013,201301,False,9462.0,0.0050729232720355105,0.7303179993825255
229,AMBUJACEM,Dec 2014,310.0,9760,34,3774,13878,6310,692,2097,4780,13878,2014,201401,False,10070.0,0.0033763654419066533,0.7256088773598501
230,AMBUJACEM,Dec 2015,310.0,9961,35,3827,14133,6170,416,2149,5398,14133,2015,201501,False,10271.0,0.0034076526141563626,0.7267388381801457
231,AMBUJACEM,Dec 2016,397.0,19424,29,12974,32824,21410,582,175,10657,32824,2016,201601,False,19821.0,0.00146309469754301,0.6038569339507678
232,AMBUJACEM,Dec 2017,397.0,20275,24,14813,35509,20898,667,153,13791,35509,2017,201701,False,20672.0,0.0011609907120743034,0.5821622687206061
233,AMBUJACEM,Dec 2018,397.0,21973,40,14981,37391,20636,1008,133,15613,37391,2018,201801,False,22370.0,0.001788109074653554,0.5982723115188147
234,AMBUJACEM,Dec 2019,397.0,23681,41,16059,40178,20701,1554,150,17773,40178,2019,201901,False,24078.0,0.0017027992358169283,0.5992831898053661
235,AMBUJACEM,Dec 2020,397.0,22360,471,16490,39718,20486,2422,167,16643,39718,2020,202001,False,22757.0,0.02069692841762974,0.572964399013042
236,AMBUJACEM,Dec 2021,397.0,24957,477,19374,45205,22254,2168,198,20585,45205,2021,202101,False,25354.0,0.01881359943204228,0.5608671607123106
237,AMBUJACEM,Mar 2023,397.0,31301,523,19501,51721,23551,2526,214,25430,51721,2023,202304,False,31698.0,0.016499463688560794,0.6128651804876163
238,AMBUJACEM,Mar 2024,440.0,41016,699,23107,65261,32388,2658,849,29365,65261,2024,202404,False,41456.0,0.01686125048243921,0.6352339069275678
239,AMBUJACEM,Sep 2024,493.0,49883,779,25417,76572,40857,6472,2223,27019,76572,2024,202410,False,50376.0,0.015463712879148802,0.6578906127566212
240,APOLLOHOSP,Mar 2013,70.0,2677,1213,854,4814,2341,403,527,1543,4814,2013,201304,False,2747.0,0.4415726246814707,0.5706273369339426
241,APOLLOHOSP,Mar 2014,70.0,2907,1344,1029,5350,2681,491,322,1855,5350,2014,201404,False,2977.0,0.4514612025529056,0.5564485981308411
242,APOLLOHOSP,Mar 2015,70.0,3102,1992,1296,6459,3244,533,311,2372,6459,2015,201504,False,3172.0,0.6279949558638083,0.49109769314135315
243,APOLLOHOSP,Mar 2016,70.0,3262,2834,1195,7360,3997,562,352,2448,7360,2016,201604,False,3332.0,0.8505402160864346,0.45271739130434785
244,APOLLOHOSP,Mar 2017,70.0,3244,3125,1665,8103,4591,347,406,2759,8103,2017,201704,False,3314.0,0.9429692214846107,0.408984326792546
245,APOLLOHOSP,Mar 2018,70.0,3182,3427,1917,8596,4773,712,352,2759,8596,2018,201804,False,3252.0,1.0538130381303814,0.37831549557933924
246,APOLLOHOSP,Mar 2019,70.0,3264,3673,2159,9166,4982,822,462,2901,9166,2019,201904,False,3334.0,1.1016796640671866,0.3637355444032293
247,APOLLOHOSP,Mar 2020,70.0,3270,3596,4354,11289,7432,236,434,3187,11289,2020,202004,False,3340.0,1.0766467065868264,0.29586322969262113
248,APOLLOHOSP,Mar 2021,72.0,4531,4160,2629,11392,6778,234,1343,3037,11392,2021,202104,False,4603.0,0.9037584184227677,0.4040554775280899
249,APOLLOHOSP,Mar 2022,72.0,5551,4068,3570,13261,8296,46,816,4104,13261,2022,202204,False,5623.0,0.723457229237062,0.42402533745569715
250,APOLLOHOSP,Mar 2023,72.0,6126,4332,3886,14416,8520,610,574,4712,14416,2023,202304,False,6198.0,0.6989351403678606,0.4299389567147614
251,APOLLOHOSP,Mar 2024,72.0,6864,5333,4474,16742,9664,873,986,5219,16742,2024,202404,False,6936.0,0.7688869665513264,0.4142874208577231
252,APOLLOHOSP,Sep 2024,72.0,7429,7371,4676,19548,10201,1042,1012,7293,19548,2024,202410,False,7501.0,0.9826689774696707,0.3837221199099652
253,ASIANPAINT,Mar 2013,96.0,3288,251,3149,6784,2441,59,296,3989,6784,2013,201304,False,3384.0,0.0741725768321513,0.4988207547169811
254,ASIANPAINT,Mar 2014,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,2014,201404,False,4039.0,0.06164892300074276,0.5001857585139319
255,ASIANPAINT,Mar 2015,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,2015,201504,False,4742.0,0.08814846056516237,0.5319721785954677
256,ASIANPAINT,Mar 2016,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,2016,201604,False,6525.0,0.04950191570881226,0.6179562458566152
257,ASIANPAINT,Mar 2017,96.0,7508,560,4241,12405,3304,258,2652,6192,12405,2017,201704,False,7604.0,0.07364544976328248,0.6129786376461105
258,ASIANPAINT,Mar 2018,96.0,8314,533,4820,13763,3732,1405,2141,6485,13763,2018,201804,False,8410.0,0.0633769322235434,0.6110586354719174
259,ASIANPAINT,Mar 2019,96.0,9375,1320,5459,16249,6497,210,2569,6974,16249,2019,201904,False,9471.0,0.13937282229965156,0.5828666379469506
260,ASIANPAINT,Mar 2020,96.0,10034,1118,4889,16138,6272,140,2019,7707,16138,2020,202004,False,10130.0,0.11036525172754195,0.6277109926880654
261,ASIANPAINT,Mar 2021,96.0,12710,1093,6456,20355,5859,183,4737,9577,20355,2021,202104,False,12806.0,0.0853506168983289,0.6291328911815279
262,ASIANPAINT,Mar 2022,96.0,13716,1587,7560,22958,5519,426,3248,13765,22958,2022,202204,False,13812.0,0.11490008688097307,0.6016203502047217
263,ASIANPAINT,Mar 2023,96.0,15896,1933,7854,25779,5770,1020,4262,14728,25779,2023,202304,False,15992.0,0.12087293646823412,0.6203498972031498
264,ASIANPAINT,Mar 2024,96.0,18632,2474,8698,29901,7147,2698,4588,15468,29901,2024,202404,False,18728.0,0.1321016659547202,0.6263335674392161
265,ASIANPAINT,Sep 2024,96.0,17928,2516,8934,29474,7879,2272,3695,15629,29474,2024,202410,False,18024.0,0.13959165557035064,0.611522019406935
266,ASIANPAINT,Mar 2013,96.0,3288,251,3149,6784,2441,59,296,3989,6784,2013,201304,False,3384.0,0.0741725768321513,0.4988207547169811
267,ASIANPAINT,Mar 2014,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,2014,201404,False,4039.0,0.06164892300074276,0.5001857585139319
268,ASIANPAINT,Mar 2015,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,2015,201504,False,4742.0,0.08814846056516237,0.5319721785954677
269,ASIANPAINT,Mar 2016,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,2016,201604,False,6525.0,0.04950191570881226,0.6179562458566152
270,ASIANPAINT,Mar 2017,96.0,7508,560,4241,12405,3304,258,2652,6192,12405,2017,201704,False,7604.0,0.07364544976328248,0.6129786376461105
271,ASIANPAINT,Mar 2018,96.0,8314,533,4820,13763,3732,1405,2141,6485,13763,2018,201804,False,8410.0,0.0633769322235434,0.6110586354719174
272,ASIANPAINT,Mar 2019,96.0,9375,1320,5459,16249,6497,210,2569,6974,16249,2019,201904,False,9471.0,0.13937282229965156,0.5828666379469506
273,ASIANPAINT,Mar 2020,96.0,10034,1118,4889,16138,6272,140,2019,7707,16138,2020,202004,False,10130.0,0.11036525172754195,0.6277109926880654
274,ASIANPAINT,Mar 2021,96.0,12710,1093,6456,20355,5859,183,4737,9577,20355,2021,202104,False,12806.0,0.0853506168983289,0.6291328911815279
275,ASIANPAINT,Mar 2022,96.0,13716,1587,7560,22958,5519,426,3248,13765,22958,2022,202204,False,13812.0,0.11490008688097307,0.6016203502047217
276,ASIANPAINT,Mar 2023,96.0,15896,1933,7854,25779,5770,1020,4262,14728,25779,2023,202304,False,15992.0,0.12087293646823412,0.6203498972031498
277,ASIANPAINT,Mar 2024,96.0,18632,2474,8698,29901,7147,2698,4588,15468,29901,2024,202404,False,18728.0,0.1321016659547202,0.6263335674392161
278,ASIANPAINT,Sep 2024,96.0,17928,2516,8934,29474,7879,2272,3695,15629,29474,2024,202410,False,18024.0,0.13959165557035064,0.611522019406935
279,ATGL,Mar 2018,257.0,759,1345,442,2803,897,102,180,1624,2803,2018,201804,False,1016.0,1.3238188976377954,0.3624687834463075
280,ATGL,Mar 2019,110.0,992,394,552,2048,980,190,176,701,2048,2019,201904,False,1102.0,0.35753176043557167,0.5380859375
281,ATGL,Mar 2020,110.0,1361,428,577,2476,1198,342,282,655,2476,2020,202004,False,1471.0,0.2909585316111489,0.5941033925686591
282,ATGL,Mar 2021,110.0,1824,529,741,3204,1379,696,417,711,3204,2021,202104,False,1934.0,0.27352637021716647,0.6036204744069913
283,ATGL,Mar 2022,110.0,2306,1035,964,4415,1733,1171,634,878,4415,2022,202204,False,2416.0,0.4283940397350993,0.5472253680634201
284,ATGL,Mar 2023,110.0,2831,1422,1282,5645,2335,1619,682,1010,5645,2023,202304,False,2941.0,0.48350901054063244,0.520992028343667
285,ATGL,Mar 2024,110.0,3470,1557,1454,6592,3174,1502,706,1209,6592,2024,202404,False,3580.0,0.43491620111731844,0.5430825242718447
286,ATGL,Sep 2024,110.0,3801,1457,1474,6842,3421,1527,922,974,6842,2024,202410,False,3911.0,0.3725389925850166,0.5716164864074832
287,AXISBANK,Mar 2013,468.0,32690,296254,11145,340558,2245,142,113378,224792,340558,2013,201304,False,33158.0,8.93461608058387,0.09736373833532026
288,AXISBANK,Mar 2014,470.0,37926,333280,14674,386350,2346,102,113093,270810,386350,2014,201404,False,38396.0,8.680070840712574,0.09938138993140934
289,AXISBANK,Mar 2015,474.0,44475,406638,15656,467243,2447,105,118527,346164,467243,2015,201504,False,44949.0,9.046652873256358,0.09620047812380282
290,AXISBANK,Mar 2016,477.0,53082,472150,20678,546387,3358,216,131399,411414,546387,2016,201604,False,53559.0,8.815511865419444,0.09802392809492173
291,AXISBANK,Mar 2017,479.0,55901,527437,27644,611462,3518,292,129018,478633,611462,2017,201704,False,56380.0,9.355037247250799,0.0922052392462655
292,AXISBANK,Mar 2018,513.0,63694,611425,28071,703703,3697,352,153037,546618,703703,2018,201804,False,64207.0,9.522715591757908,0.09124161755740703
293,AXISBANK,Mar 2019,514.0,67288,711996,34248,814046,3842,288,174056,635860,814046,2019,201904,False,67802.0,10.501106162060116,0.08329013348140031
294,AXISBANK,Mar 2020,564.0,85776,797337,44194,927872,3912,483,155282,768196,927872,2020,202004,False,86340.0,9.234850590687978,0.09305162781073252
295,AXISBANK,Mar 2021,613.0,102981,850551,46859,1001005,4501,118,225336,771050,1001005,2021,202104,False,103594.0,8.210427244821128,0.10348999255747973
296,AXISBANK,Mar 2022,614.0,117647,1020943,56576,1195779,4753,215,274608,916203,1195779,2022,202204,False,118261.0,8.632964375406939,0.0988987095441549
297,AXISBANK,Mar 2023,615.0,129166,1152038,62598,1344418,5000,142,288095,1051181,1344418,2023,202304,False,129781.0,8.876784737365254,0.0965332210666623
298,AXISBANK,Mar 2024,617.0,156406,1295302,65913,1518239,5860,267,332354,1179758,1518239,2024,202404,False,157023.0,8.249122739980766,0.10342442790627826
299,BAJAJ-AUTO,Mar 2013,289.0,7776,116,4461,12642,2355,294,6059,3934,12642,2013,201304,False,8065.0,0.014383137011779294,0.637952855560829
300,BAJAJ-AUTO,Mar 2014,289.0,9878,59,5081,15308,2660,144,8448,4056,15308,2014,201404,False,10167.0,0.0058030884233303826,0.6641625293963941
301,BAJAJ-AUTO,Mar 2015,289.0,10806,112,4758,15966,2448,255,8985,4277,15966,2015,201504,False,11095.0,0.010094637223974764,0.6949141926594012
302,BAJAJ-AUTO,Mar 2016,289.0,13731,118,3102,17240,2026,52,11067,4095,17240,2016,201604,False,14020.0,0.008416547788873038,0.8132250580046404
303,BAJAJ-AUTO,Mar 2017,289.0,17567,120,3661,21638,2002,42,15477,4117,21638,2017,201704,False,17856.0,0.006720430107526882,0.8252148997134671
304,BAJAJ-AUTO,Mar 2018,289.0,20136,121,4595,25141,1878,56,18895,4312,25141,2018,201804,False,20425.0,0.005924112607099143,0.812417962690426
305,BAJAJ-AUTO,Mar 2019,289.0,22944,125,5476,28834,1764,48,20603,6420,28834,2019,201904,False,23233.0,0.005380278052769767,0.8057501560657557
306,BAJAJ-AUTO,Mar 2020,289.0,21373,126,4722,26510,1699,60,19914,4837,26510,2020,202004,False,21662.0,0.005816637429600221,0.8171256129762354
307,BAJAJ-AUTO,Mar 2021,289.0,26984,121,6207,33602,1668,16,24687,7232,33602,2021,202104,False,27273.0,0.0044366223004436624,0.8116481161835605
308,BAJAJ-AUTO,Mar 2022,289.0,29570,123,5129,35111,1836,77,26634,6564,35111,2022,202204,False,29859.0,0.004119360996684417,0.8504172481558486
309,BAJAJ-AUTO,Mar 2023,283.0,29079,124,5651,35136,2842,85,26183,6026,35136,2023,202304,False,29362.0,0.004223145562291397,0.8356671220400729
310,BAJAJ-AUTO,Mar 2024,279.0,28683,1912,8470,39344,3217,35,28087,8005,39344,2024,202404,False,28962.0,0.06601754022512257,0.7361224074827165
311,BAJAJ-AUTO,Sep 2024,279.0,30700,5245,9618,45842,3214,141,28552,13934,45842,2024,202410,False,30979.0,0.16930824106652895,0.675777671131277
312,BAJAJFINSV,Mar 2013,80.0,7722,12991,44578,65370,1208,2,43251,20910,65370,2013,201304,False,7802.0,1.6650858754165598,0.11935138442710723
313,BAJAJFINSV,Mar 2014,80.0,9232,19507,45565,74383,1262,1,45314,27805,74383,2014,201404,False,9312.0,2.0948238831615122,0.12518989554064772
314,BAJAJFINSV,Mar 2015,80.0,11009,26312,50827,88228,1261,3,51367,35598,88228,2015,201504,False,11089.0,2.372801875732708,0.12568572335313052
315,BAJAJFINSV,Mar 2016,80.0,13519,36062,54290,103951,1274,11,53698,48969,103951,2016,201604,False,13599.0,2.651812633281859,0.130821252320805
316,BAJAJFINSV,Mar 2017,80.0,16071,48282,64181,128614,1645,4,62658,64306,128614,2017,201704,False,16151.0,2.989412420283574,0.12557730884662635
317,BAJAJFINSV,Mar 2018,80.0,20403,65695,75337,161514,1792,28,69428,90266,161514,2018,201804,False,20483.0,3.2072938534394377,0.1268187277883032
318,BAJAJFINSV,Mar 2019,80.0,23660,99754,84934,208428,2097,66,81679,124587,208428,2019,201904,False,23740.0,4.201937657961246,0.11390024372924942
319,BAJAJFINSV,Mar 2020,80.0,31222,127212,92791,251304,3216,45,91821,156223,251304,2020,202004,False,31302.0,4.0640214682767875,0.12455830388692579
320,BAJAJFINSV,Mar 2021,80.0,35750,128461,115554,279845,3182,129,113654,162879,279845,2021,202104,False,35830.0,3.585291655037678,0.12803516232199968
321,BAJAJFINSV,Mar 2022,80.0,40167,161179,131987,333413,3586,113,119222,210493,333413,2022,202204,False,40247.0,4.004745695331329,0.12071214979619871
322,BAJAJFINSV,Mar 2023,159.0,46248,212265,146729,405401,4336,191,136176,264698,405401,2023,202304,False,46407.0,4.573986683043507,0.11447184392737068
323,BAJAJFINSV,Mar 2024,159.0,60169,288933,188154,537415,5455,220,168385,363355,537415,2024,202404,False,60328.0,4.789368120938867,0.11225589162937395
324,BAJAJFINSV,Sep 2024,160.0,68165,318675,214195,601195,6048,105,185250,409792,601195,2024,202410,False,68325.0,4.66410537870472,0.11364864977253636
325,BAJAJHLDNG,Mar 2013,111.0,10234,0,430,10775,532,0,9577,666,10775,2013,201304,False,10345.0,0.0,0.960092807424594
326,BAJAJHLDNG,Mar 2014,111.0,11888,0,449,12448,532,0,11325,592,12448,2014,201404,False,11999.0,0.0,0.9639299485861182
327,BAJAJHLDNG,Mar 2015,111.0,13282,0,500,13893,544,0,13078,271,13893,2015,201504,False,13393.0,0.0,0.9640106528467574
328,BAJAJHLDNG,Mar 2016,111.0,15182,0,178,15472,544,0,13276,1651,15472,2016,201604,False,15293.0,0.0,0.9884307135470527
329,BAJAJHLDNG,Mar 2017,111.0,17707,0,71,17889,222,0,17364,302,17889,2017,201704,False,17818.0,0.0,0.9960310805522947
330,BAJAJHLDNG,Mar 2018,111.0,25090,0,68,25269,215,0,24575,478,25269,2018,201804,False,25201.0,0.0,0.9973089556373422
331,BAJAJHLDNG,Mar 2019,111.0,26841,0,56,27008,193,0,26257,558,27008,2019,201904,False,26952.0,0.0,0.9979265402843602
332,BAJAJHLDNG,Mar 2020,111.0,27652,168,4797,32729,374,0,32068,287,32729,2020,202004,False,27763.0,0.006051219248640277,0.8482691191298237
333,BAJAJHLDNG,Mar 2021,111.0,37056,136,8186,45490,342,0,44914,234,45490,2021,202104,False,37167.0,0.0036591600075335648,0.8170367113651352
