id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,fiscal_year,sort_order,is_ttm,equity,debt_to_equity,equity_ratio
827,IRFC,Mar 2021,13069.0,22845,323145,21423,380482,45,0,12,380424,380482,2021,202104,False,35914.0,8.997744612128974,0.09439079903911354
828,IRFC,Mar 2022,13069.0,27928,388440,20544,449980,38,0,10,449932,449980,2022,202204,False,40997.0,9.474839622411396,0.09110849371083159
829,IRFC,Mar 2023,13069.0,31612,418935,26744,490359,19,0,14,490326,490359,2023,202304,False,44681.0,9.376133031937513,0.09111895570388226
830,IRFC,Mar 2024,13069.0,36110,412039,23865,485082,22,4,54,485003,485082,2024,202404,False,49179.0,8.378352548852153,0.1013828589805435
831,IRFC,Sep 2024,13069.0,38396,403111,39773,494348,23,0,56,494269,494348,2024,202410,False,51465.0,7.832721266880404,0.10410682353321951
832,ITC,Mar 2013,790.0,22368,102,12069,35329,12140,2062,5981,15146,35329,2013,201304,False,23158.0,0.0044045254339753,0.6554954852953664
833,ITC,Mar 2014,795.0,26442,242,13369,40848,12921,3117,7284,17526,40848,2014,201404,False,27237.0,0.00888497264750156,0.666789071680376
834,ITC,Mar 2015,802.0,30934,269,13948,45952,15303,2700,6943,21006,45952,2015,201504,False,31736.0,0.008476178472397277,0.690633704735376
835,ITC,Mar 2016,805.0,41875,84,8888,51651,15107,2560,11748,22237,51651,2016,201604,False,42680.0,0.0019681349578256793,0.8263150761843914
836,ITC,Mar 2017,1215.0,45198,46,9440,55898,15893,3730,17581,18694,55898,2017,201704,False,46413.0,0.0009911016310085537,0.8303159325915059
837,ITC,Mar 2018,1220.0,51290,36,11695,64241,16524,5508,22053,20156,64241,2018,201804,False,52510.0,0.0006855836983431727,0.8173907629084229
838,ITC,Mar 2019,1226.0,57915,13,12585,71739,19374,4136,25043,23185,71739,2019,201904,False,59141.0,0.00021981366564650582,0.8243911958627803
839,ITC,Mar 2020,1229.0,64044,277,11760,77311,21713,3256,28663,23678,77311,2020,202004,False,65273.0,0.004243714859130115,0.8442912392803094
840,ITC,Mar 2021,1231.0,59116,271,13143,73761,23298,4011,24871,21580,73761,2021,202104,False,60347.0,0.004490695477819941,0.8181423787638454
841,ITC,Mar 2022,1232.0,61223,249,14491,77196,24232,3226,24841,24898,77196,2022,202204,False,62455.0,0.003986870546793691,0.8090445100782424
842,ITC,Mar 2023,1243.0,67912,306,16370,85831,25851,3003,29415,27561,85831,2023,202304,False,69155.0,0.004424842744559323,0.8057112232177185
843,ITC,Mar 2024,1248.0,73259,303,16944,91754,27820,2861,31114,29959,91754,2024,202404,False,74507.0,0.004066731984914169,0.8120299932428015
844,ITC,Sep 2024,1251.0,74015,304,18501,94071,29492,1387,28409,34784,94071,2024,202410,False,75266.0,0.004039008317168443,0.8000977984713674
845,ONGC,Mar 2013,4278.0,148250,20686,80211,253424,119644,53385,2128,78267,253424,2013,201304,False,152528.0,0.1356210007342914,0.6018688048487909
846,ONGC,Mar 2014,4278.0,167874,49113,103711,324976,155923,72034,4746,92273,324976,2014,201404,False,172152.0,0.285288582183187,0.5297375806213382
847,ONGC,Mar 2015,4278.0,176177,53944,103448,337847,179933,63393,4749,89771,337847,2015,201504,False,180455.0,0.2989332520572996,0.5341323143316353
848,ONGC,Mar 2016,4278.0,193536,45500,98459,341772,166277,57668,33387,84440,341772,2016,201604,False,197814.0,0.23001405360591262,0.5787893683508304
849,ONGC,Mar 2017,6417.0,187969,80029,170111,444525,211125,59042,70746,103612,444525,2017,201704,False,194386.0,0.41170145998168595,0.43728924132500985
850,ONGC,Mar 2018,6417.0,197602,106550,148664,459232,226058,61512,67335,104328,459232,2018,201804,False,204019.0,0.5222552801454766,0.44426128841195733
851,ONGC,Mar 2019,6290.0,210644,107742,167667,492343,230391,69056,66909,125987,492343,2019,201904,False,216934.0,0.4966579697050716,0.4406155871008626
852,ONGC,Mar 2020,6290.0,198814,129473,173787,508364,243892,83832,56755,123884,508364,2020,202004,False,205104.0,0.6312553631328497,0.40345893887057305
853,ONGC,Mar 2021,6290.0,214691,133187,187580,541748,243746,100309,60320,137372,541748,2021,202104,False,220981.0,0.6027079251157339,0.40790367477129585
854,ONGC,Mar 2022,6290.0,253213,121986,201771,583260,254402,106719,66642,155496,583260,2022,202204,False,259503.0,0.4700754904567577,0.44491821829029937
855,ONGC,Mar 2023,6290.0,274357,142255,190212,613115,250819,113945,78873,169478,613115,2023,202304,False,280647.0,0.5068823112308345,0.4577395757728974
856,ONGC,Mar 2024,6290.0,330780,153181,219523,709774,298454,116022,102207,193091,709774,2024,202404,False,337070.0,0.45444863084819176,0.47489764347524704
857,ONGC,Sep 2024,6290.0,345986,191489,213848,757614,350438,91497,106077,209602,757614,2024,202410,False,352276.0,0.5435766274171389,0.4649808477668047
858,NTPC,Mar 2013,8245.0,72995,70419,27116,178776,71833,46555,4923,55465,178776,2013,201304,False,81240.0,0.8668020679468242,0.4544234125385958
859,NTPC,Mar 2014,8245.0,79084,81455,31334,200118,84208,53825,3300,58785,200118,2014,201404,False,87329.0,0.9327371205441491,0.43638753135649966
860,NTPC,Mar 2015,8245.0,73849,102252,35366,219712,91853,67555,1902,58403,219712,2015,201504,False,82094.0,1.2455477866835578,0.37364367899796097
861,NTPC,Mar 2016,8245.0,83330,99424,33666,224665,92929,75046,6473,50217,224665,2016,201604,False,91575.0,1.0857111657111658,0.4076068813566866
862,NTPC,Mar 2017,8245.0,89593,113773,36990,248601,104532,86896,7614,49560,248601,2017,201704,False,97838.0,1.1628712770089331,0.39355433003085266
863,NTPC,Mar 2018,8245.0,95318,130049,48880,282492,128245,83386,8876,61985,282492,2018,201804,False,103563.0,1.2557477091239149,0.366605072002039
864,NTPC,Mar 2019,9895.0,101462,173058,62509,346923,150985,118397,8132,69409,346923,2019,201904,False,111357.0,1.5540828147310004,0.3209847718369782
865,NTPC,Mar 2020,9895.0,108945,202984,55746,377569,187803,98508,9307,81951,377569,2020,202004,False,118840.0,1.7080444294850219,0.31475041648016655
866,NTPC,Mar 2021,9697.0,116042,210208,62075,398022,203245,97506,10589,86681,398022,2021,202104,False,125739.0,1.6717804340737559,0.3159096733346398
867,NTPC,Mar 2022,9697.0,125677,210707,69751,415831,224923,91126,10626,89156,415831,2022,202204,False,135374.0,1.5564805649533884,0.3255505241311975
868,NTPC,Mar 2023,9697.0,137326,222913,77253,447189,240424,89179,13935,103651,447189,2023,202304,False,147023.0,1.5161777408976826,0.32877150377133607
869,NTPC,Mar 2024,9697.0,151013,237131,81437,479278,258934,87664,15885,116795,479278,2024,202404,False,160710.0,1.475521125007778,0.3353168724623288
870,NTPC,Sep 2024,9697.0,158575,242009,81950,492230,259252,95612,16500,120866,492230,2024,202410,False,168272.0,1.438201245602358,0.3418564492208927
871,NHPC,Mar 2013,12301.0,17494,20340,12226,62361,23537,19962,1447,17415,62361,2013,201304,False,29795.0,0.6826648766571572,0.47778258847677235
872,NHPC,Mar 2014,11071.0,17175,20819,12362,61427,29587,14924,1273,15643,61427,2014,201404,False,28246.0,0.7370601147065071,0.4598303677535937
873,NHPC,Mar 2015,11071.0,19687,20584,10094,61436,27916,16378,1020,16123,61436,2015,201504,False,30758.0,0.669224266857403,0.5006510840549515
874,NHPC,Mar 2016,11071.0,20572,19938,11242,62823,22610,16742,606,22866,62823,2016,201604,False,31643.0,0.6300919634674336,0.5036849561466342
875,NHPC,Mar 2017,10259.0,18756,19227,11946,60187,22227,17588,1020,19352,60187,2017,201704,False,29015.0,0.6626572462519387,0.4820808480236596
876,NHPC,Mar 2018,10259.0,19782,18602,14290,62933,21201,19087,1125,21520,62933,2018,201804,False,30041.0,0.6192203987883226,0.47734892663626394
877,NHPC,Mar 2019,10045.0,20753,19066,16870,66734,24977,15037,1283,25437,66734,2019,201904,False,30798.0,0.6190661731281252,0.4615038810801091
878,NHPC,Mar 2020,10045.0,21336,23226,16669,71277,24402,17180,1398,28297,71277,2020,202004,False,31381.0,0.7401293776488959,0.44026824922485513
879,NHPC,Mar 2021,10045.0,23008,23365,16717,73136,21993,19167,1842,30133,73136,2021,202104,False,33053.0,0.7068949868393186,0.451938853642529
880,NHPC,Mar 2022,10045.0,24876,26096,16271,77288,21825,22522,2386,30554,77288,2022,202204,False,34921.0,0.7472867329114287,0.45182952075354516
881,NHPC,Mar 2023,10045.0,26916,29540,19710,86211,22137,31357,499,32218,86211,2023,202304,False,36961.0,0.7992208003030221,0.4287271925856329
882,NHPC,Mar 2024,10045.0,28657,32561,22034,93297,21474,39831,479,31513,93297,2024,202404,False,38702.0,0.8413260296625498,0.41482577146103305
883,NHPC,Sep 2024,10045.0,30104,34210,23322,97681,21286,44386,499,31511,97681,2024,202410,False,40149.0,0.8520760168372812,0.411021590688056
884,NESTLEIND,Dec 2013,96.0,2272,1189,2756,6314,3369,295,851,1799,6314,2013,201301,False,2368.0,0.5021114864864865,0.3750395945517897
885,NESTLEIND,Dec 2014,96.0,2741,20,2963,5820,3177,245,812,1586,5820,2014,201401,False,2837.0,0.007049700387733521,0.4874570446735395
886,NESTLEIND,Dec 2015,96.0,2721,18,3251,6086,2898,231,1325,1633,6086,2015,201501,False,2817.0,0.006389776357827476,0.46286559316464015
887,NESTLEIND,Dec 2016,96.0,3186,33,3495,6810,2730,188,1756,2136,6810,2016,201601,False,3282.0,0.010054844606946984,0.4819383259911894
888,NESTLEIND,Dec 2017,96.0,3324,35,3907,7363,2616,94,1979,2673,7363,2017,201701,False,3420.0,0.01023391812865497,0.46448458508760015
889,NESTLEIND,Dec 2018,96.0,3577,35,4379,8088,2401,105,2658,2924,8088,2018,201801,False,3673.0,0.00952899537163082,0.4541295746785361
890,NESTLEIND,Dec 2019,96.0,1822,189,5065,7173,2341,143,1751,2937,7173,2019,201901,False,1918.0,0.09854014598540146,0.26739160741670154
891,NESTLEIND,Dec 2020,96.0,1923,147,5733,7900,2179,639,1464,3618,7900,2020,202001,False,2019.0,0.07280832095096583,0.25556962025316454
892,NESTLEIND,Dec 2021,96.0,1850,266,6021,8234,2995,246,774,4219,8234,2021,202101,False,1946.0,0.1366906474820144,0.23633713869322323
893,NESTLEIND,Dec 2022,96.0,2363,271,6249,8979,3044,358,778,4799,8979,2022,202201,False,2459.0,0.11020740138267589,0.2738612317630026
894,NESTLEIND,Dec 2023,96.0,2363,271,6249,8979,3044,358,778,4799,8979,2023,202301,False,2459.0,0.11020740138267589,0.2738612317630026
895,NESTLEIND,Mar 2024,96.0,3244,345,6838,10523,3460,1742,464,4857,10523,2024,202404,False,3340.0,0.10329341317365269,0.3173999809940131
896,NESTLEIND,Sep 2024,96.0,3894,370,6747,11108,3925,2340,786,4057,11108,2024,202410,False,3990.0,0.09273182957393483,0.35920057616132517
897,NAUKRI,Mar 2013,109.0,499,1,216,825,152,10,261,402,825,2013,201304,False,608.0,0.001644736842105263,0.7369696969696969
898,NAUKRI,Mar 2014,109.0,563,1,387,1060,149,10,538,363,1060,2014,201404,False,672.0,0.001488095238095238,0.6339622641509434
899,NAUKRI,Mar 2015,120.0,1295,1,801,2217,576,12,1175,455,2217,2015,201504,False,1415.0,0.0007067137809187279,0.6382498872350022
900,NAUKRI,Mar 2016,121.0,1422,1,382,1925,82,0,568,1276,1925,2016,201604,False,1543.0,0.0006480881399870382,0.8015584415584416
901,NAUKRI,Mar 2017,121.0,1471,1,459,2053,157,1,551,1343,2053,2017,201704,False,1592.0,0.000628140703517588,0.7754505601558694
902,NAUKRI,Mar 2018,122.0,1923,1,550,2596,88,0,1565,943,2596,2018,201804,False,2045.0,0.0004889975550122249,0.7877503852080123
903,NAUKRI,Mar 2019,122.0,2421,1,646,3189,88,2,1204,1895,3189,2019,201904,False,2543.0,0.00039323633503735744,0.7974286610222641
904,NAUKRI,Mar 2020,122.0,2073,77,621,2893,242,0,1133,1518,2893,2020,202004,False,2195.0,0.03507972665148064,0.7587279640511579
905,NAUKRI,Mar 2021,129.0,5267,65,831,6292,134,0,2324,3834,6292,2021,202104,False,5396.0,0.012045959970348406,0.8575969485060394
906,NAUKRI,Mar 2022,129.0,17113,64,3177,20483,1033,0,15614,3836,20483,2022,202204,False,17242.0,0.0037118663728105787,0.8417712249182249
907,NAUKRI,Mar 2023,129.0,13269,108,3153,16658,801,4,12403,3450,16658,2023,202304,False,13398.0,0.00806090461262875,0.8042982350822427
908,NAUKRI,Mar 2024,129.0,30133,246,5581,36089,810,0,31203,4077,36089,2024,202404,False,30262.0,0.008129006675038002,0.8385380586882429
909,NAUKRI,Sep 2024,129.0,41659,256,8141,50186,811,0,45320,4055,50186,2024,202410,False,41788.0,0.006126160620273763,0.8326624955166779
910,MOTHERSON,Mar 2013,59.0,2230,4904,5546,12739,5277,386,72,7005,12739,2013,201304,False,2289.0,2.142420270860638,0.17968443362901326
911,MOTHERSON,Mar 2014,88.0,2871,4840,7445,15244,5919,647,75,8603,15244,2014,201404,False,2959.0,1.6356877323420074,0.1941091577013907
912,MOTHERSON,Mar 2015,88.0,3236,5131,8971,17425,6129,956,65,10276,17425,2015,201504,False,3324.0,1.5436221419975933,0.19076040172166428
913,MOTHERSON,Mar 2016,132.0,4265,6069,9199,19665,7147,1397,590,10531,19665,2016,201604,False,4397.0,1.3802592676825107,0.2235952199338927
914,MOTHERSON,Mar 2017,140.0,8132,10349,13322,31944,12193,1935,474,17343,31944,2017,201704,False,8272.0,1.251088007736944,0.25895316804407714
915,MOTHERSON,Mar 2018,210.0,9674,10374,16716,36974,14712,2585,792,18885,36974,2018,201804,False,9884.0,1.0495750708215297,0.26732298371828855
916,MOTHERSON,Mar 2019,316.0,10647,11534,20257,42754,18423,1067,855,22409,42754,2019,201904,False,10963.0,1.0520842834990423,0.2564204518875427
917,MOTHERSON,Mar 2020,316.0,10945,13136,20636,45033,20750,852,796,22635,45033,2020,202004,False,11261.0,1.166503862889619,0.2500610663291364
918,MOTHERSON,Mar 2021,316.0,12245,11930,23258,47749,20099,877,846,25926,47749,2021,202104,False,12561.0,0.949765146087095,0.26306310079792244
919,MOTHERSON,Mar 2022,452.0,20136,14130,21008,55726,21411,1310,6462,26543,55726,2022,202204,False,20588.0,0.6863221293957645,0.3694505257868858
920,MOTHERSON,Mar 2023,678.0,21774,13792,25086,61330,23147,1478,6290,30415,61330,2023,202304,False,22452.0,0.6142882593978265,0.36608511332137617
921,MOTHERSON,Mar 2024,678.0,25477,19922,38101,84178,30122,2498,6521,45037,84178,2024,202404,False,26155.0,0.7616899254444657,0.3107106369835349
922,MOTHERSON,Sep 2024,704.0,31930,25417,39828,97879,32455,2693,6615,56115,97879,2024,202410,False,32634.0,0.7788502788502788,0.3334116613369569
923,MARUTI,Mar 2013,151.0,18877,1569,6920,27517,10022,1966,7421,8107,27517,2013,201304,False,19028.0,0.08245743115408871,0.6914998001235599
924,MARUTI,Mar 2014,151.0,21345,2004,7975,31476,11034,2640,10527,7275,31476,2014,201404,False,21496.0,0.09322664681801265,0.682933028339052
925,MARUTI,Mar 2015,151.0,24167,666,9492,34477,12490,1890,13298,6800,34477,2015,201504,False,24318.0,0.027387120651369355,0.7053397917452214
926,MARUTI,Mar 2016,151.0,30465,231,11879,42726,12530,1007,20676,8513,42726,2016,201604,False,30616.0,0.0075450744708649075,0.7165660253709685
927,MARUTI,Mar 2017,151.0,36924,484,14402,51960,13311,1252,29151,8247,51960,2017,201704,False,37075.0,0.013054619015509103,0.7135296381832179
928,MARUTI,Mar 2018,151.0,42408,121,17568,60248,13389,2132,36123,8604,60248,2018,201804,False,42559.0,0.002843111915223572,0.706396892842916
929,MARUTI,Mar 2019,151.0,46941,160,16717,63969,15437,1607,37504,9421,63969,2019,201904,False,47092.0,0.00339760468869447,0.7361690818990448
930,MARUTI,Mar 2020,151.0,49262,184,14031,63628,15744,1415,37488,8980,63628,2020,202004,False,49413.0,0.0037237164308987513,0.7765920663858679
931,MARUTI,Mar 2021,151.0,52350,541,18335,71376,14989,1497,42945,11946,71376,2021,202104,False,52501.0,0.010304565627321384,0.735555368751401
932,MARUTI,Mar 2022,151.0,55182,426,18896,74656,13747,2936,42035,15937,74656,2022,202204,False,55333.0,0.007698841559286501,0.7411728461208744
933,MARUTI,Mar 2023,157.0,74443,1248,24258,100106,27941,4143,49184,18837,100106,2023,202304,False,74600.0,0.016729222520107237,0.7452100773180429
934,MARUTI,Mar 2024,157.0,85479,119,29550,115304,27865,7735,57296,22408,115304,2024,202404,False,85636.0,0.001389602503619973,0.7426975646985361
935,MARUTI,Sep 2024,157.0,88969,158,32412,121696,29337,8303,57820,26237,121696,2024,202410,False,89126.0,0.0017727711330027152,0.7323658953457797
936,M&M,Mar 2013,295.0,19666,28711,27460,76131,18307,1631,6440,49752,76131,2013,201304,False,19961.0,1.438354791844096,0.2621927992539176
937,M&M,Mar 2014,295.0,23012,35167,29415,87889,18381,2191,8082,59234,87889,2014,201404,False,23307.0,1.5088599991418887,0.265186769675386
938,M&M,Mar 2015,296.0,25561,37911,30608,94376,19047,3032,10027,62270,94376,2015,201504,False,25857.0,1.4661793711567468,0.2739785538696279
939,M&M,Mar 2016,270.0,26222,41553,31806,99852,20585,2371,11603,65293,99852,2016,201604,False,26492.0,1.5685112486788464,0.26531266274085646
940,M&M,Mar 2017,311.0,29467,48762,35296,113835,20989,4279,14662,73905,113835,2017,201704,False,29778.0,1.6375176304654442,0.26158914217947027
941,M&M,Mar 2018,543.0,36232,55898,43696,136369,26182,4269,16018,89900,136369,2018,201804,False,36775.0,1.52,0.26967272620610255
942,M&M,Mar 2019,544.0,39439,70848,51057,161889,28983,4760,18268,109878,161889,2019,201904,False,39983.0,1.771953080059025,0.24697786755122336
943,M&M,Mar 2020,554.0,39415,82092,43655,165716,29689,6856,19210,109960,165716,2020,202004,False,39969.0,2.053891766118742,0.2411897463129692
944,M&M,Mar 2021,555.0,41027,80625,42762,164968,21380,7873,28778,106938,164968,2021,202104,False,41582.0,1.9389399259294888,0.25206100577081614
945,M&M,Mar 2022,556.0,46567,77605,47661,172388,26018,6703,30060,109607,172388,2022,202204,False,47123.0,1.6468603442055896,0.2733542938023528
946,M&M,Mar 2023,557.0,55809,92247,55670,204283,27140,3969,35272,137902,204283,2023,202304,False,56366.0,1.6365716921548452,0.27592114860267375
947,M&M,Mar 2024,557.0,65633,108647,59884,234722,28129,8039,35208,163345,234722,2024,202404,False,66190.0,1.6414413053331318,0.28199316638406285
948,M&M,Sep 2024,558.0,69944,116844,67934,255280,35328,4544,34411,180997,255280,2024,202410,False,70502.0,1.6573146861081955,0.27617518019429643
949,LTIM,Mar 2013,16.0,1323,234,756,2328,699,142,49,1438,2328,2013,201304,False,1339.0,0.17475728155339806,0.5751718213058419
950,LTIM,Mar 2014,16.0,1594,110,945,2666,649,57,169,1791,2666,2014,201404,False,1610.0,0.06832298136645963,0.6039009752438109
951,LTIM,Mar 2015,16.0,2010,218,734,2978,683,25,104,2166,2978,2015,201504,False,2026.0,0.10760118460019744,0.6803223640026864
952,LTIM,Mar 2016,17.0,2108,55,958,3137,638,20,43,2437,3137,2016,201604,False,2125.0,0.02588235294117647,0.677398788651578
953,LTIM,Mar 2017,17.0,3127,0,1273,4417,542,1,941,2934,4417,2017,201704,False,3144.0,0.0,0.7117953362010414
954,LTIM,Mar 2018,17.0,3843,0,1477,5337,681,7,1264,3385,5337,2018,201804,False,3860.0,0.0,0.7232527637249391
955,LTIM,Mar 2019,17.0,4876,0,1770,6664,930,12,1740,3982,6664,2019,201904,False,4893.0,0.0,0.7342436974789915
956,LTIM,Mar 2020,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,2020,202004,False,5404.0,0.1687638786084382,0.6130459444129325
957,LTIM,Mar 2021,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,2021,202104,False,7304.0,0.1092552026286966,0.6822342611619653
958,LTIM,Mar 2022,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,2022,202204,False,14288.0,0.018057110862262037,0.6945362628815867
959,LTIM,Mar 2023,30.0,16562,1541,5348,23481,3679,902,5458,13442,23481,2023,202304,False,16592.0,0.09287608486017358,0.7066138580128615
960,LTIM,Mar 2024,30.0,19988,2071,5456,27544,4981,551,8744,13269,27544,2024,202404,False,20018.0,0.10345688880007993,0.7267644496079001
961,LTIM,Sep 2024,30.0,21045,2326,5361,28761,5450,498,9664,13149,28761,2024,202410,False,21075.0,0.11036773428232503,0.732763116720559
962,LT,Mar 2013,16.0,1323,234,756,2328,699,142,49,1438,2328,2013,201304,False,1339.0,0.17475728155339806,0.5751718213058419
963,LT,Mar 2014,16.0,1594,110,945,2666,649,57,169,1791,2666,2014,201404,False,1610.0,0.06832298136645963,0.6039009752438109
964,LT,Mar 2015,16.0,2010,218,734,2978,683,25,104,2166,2978,2015,201504,False,2026.0,0.10760118460019744,0.6803223640026864
965,LT,Mar 2016,17.0,2108,55,958,3137,638,20,43,2437,3137,2016,201604,False,2125.0,0.02588235294117647,0.677398788651578
966,LT,Mar 2017,17.0,3127,0,1273,4417,542,1,941,2934,4417,2017,201704,False,3144.0,0.0,0.7117953362010414
967,LT,Mar 2018,17.0,3843,0,1477,5337,681,7,1264,3385,5337,2018,201804,False,3860.0,0.0,0.7232527637249391
968,LT,Mar 2019,17.0,4876,0,1770,6664,930,12,1740,3982,6664,2019,201904,False,4893.0,0.0,0.7342436974789915
969,LT,Mar 2020,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,2020,202004,False,5404.0,0.1687638786084382,0.6130459444129325
970,LT,Mar 2021,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,2021,202104,False,7304.0,0.1092552026286966,0.6822342611619653
971,LT,Mar 2022,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,2022,202204,False,14288.0,0.018057110862262037,0.6945362628815867
972,LT,Mar 2023,30.0,16562,1541,5348,23481,3679,902,5458,13442,23481,2023,202304,False,16592.0,0.09287608486017358,0.7066138580128615
973,LT,Mar 2024,30.0,19988,2071,5456,27544,4981,551,8744,13269,27544,2024,202404,False,20018.0,0.10345688880007993,0.7267644496079001
974,LT,Sep 2024,30.0,21045,2326,5361,28761,5450,498,9664,13149,28761,2024,202410,False,21075.0,0.11036773428232503,0.732763116720559
975,LODHA,Mar 2011,108.0,636,5596,3138,9478,991,159,376,7951,9478,2011,201104,False,744.0,7.521505376344086,0.07849757332770627
976,LODHA,Mar 2012,108.0,1018,4259,3883,9268,971,112,181,8003,9268,2012,201204,False,1126.0,3.782415630550622,0.12149331031506258
977,LODHA,Mar 2015,108.0,3186,11852,12752,27998,2290,4,595,25008,27998,2015,201504,False,3294.0,3.5980570734669097,0.11765126080434317
978,LODHA,Mar 2016,108.0,3865,13835,13173,30981,1899,176,611,28295,30981,2016,201604,False,3973.0,3.4822552227535866,0.12823988896420388
979,LODHA,Mar 2017,113.0,3920,16183,13715,33931,1753,109,1180,30888,33931,2017,201704,False,4033.0,4.012645673196132,0.11885886062892341
980,LODHA,Mar 2018,396.0,4756,22616,12483,40251,2197,6,1384,36664,40251,2018,201804,False,5152.0,4.3897515527950315,0.12799681995478374
981,LODHA,Mar 2019,396.0,3445,25641,20382,49864,2139,6,1405,46314,49864,2019,201904,False,3841.0,6.675605311116897,0.07702952029520295
982,LODHA,Mar 2020,396.0,4156,18423,17717,40693,2021,6,1553,37112,40693,2020,202004,False,4552.0,4.047231985940246,0.1118619910058241
983,LODHA,Mar 2021,396.0,4203,18193,16516,39308,1946,6,1579,35776,39308,2021,202104,False,4599.0,3.9558599695586,0.11699908415589702
984,LODHA,Mar 2022,482.0,11624,11537,14763,38404,1923,0,574,35908,38404,2022,202204,False,12106.0,0.9529985131339831,0.3152275804603687
985,LODHA,Mar 2023,482.0,12181,9060,17399,39122,1828,0,246,37048,39122,2023,202304,False,12663.0,0.7154702677090736,0.32367977097285416
986,LODHA,Mar 2024,994.0,16475,7698,22031,47198,1169,4,2500,43524,47198,2024,202404,False,17469.0,0.4406663232010991,0.3701216153226832
987,LODHA,Sep 2024,995.0,17189,7990,21211,47385,1264,0,1460,44661,47385,2024,202410,False,18184.0,0.43939727232732073,0.38375013189828006
988,LICI,Mar 2019,100.0,710,269401,3157039,3427249,25194,710,2900287,501059,3427249,2019,201904,False,810.0,332.59382716049384,0.00023634115875444125
989,LICI,Mar 2020,100.0,902,253414,3245419,3499834,28216,734,2976100,494784,3499834,2020,202004,False,1002.0,252.90818363273453,0.00028629929305218474
990,LICI,Mar 2021,100.0,6784,4,3822637,3829524,17723,148,3517445,294208,3829524,2021,202104,False,6884.0,0.0005810575246949448,0.0017976124447842603
991,LICI,Mar 2022,6325.0,5013,1,4242719,4254059,17770,199,3926212,309878,4254059,2022,202204,False,11338.0,8.819897689186806e-05,0.002665219264706954
992,LICI,Mar 2023,6325.0,39908,0,4532258,4578491,20473,331,4243008,314678,4578491,2023,202304,False,46233.0,0.0,0.010097868489858339
993,LICI,Mar 2024,6325.0,76422,0,5233300,5316047,20667,403,4976133,318844,5316047,2024,202404,False,82747.0,0.0,0.015565513246967155
994,LICI,Sep 2024,6325.0,91312,10,5621474,5719121,4197,0,5413779,301145,5719121,2024,202410,False,97637.0,0.00010242018906766902,0.017072029075796788
995,KOTAKBANK,Mar 2013,373.0,14894,85561,15006,115835,620,0,40907,74308,115835,2013,201304,False,15267.0,5.60430994956442,0.1317995424526266
996,KOTAKBANK,Mar 2014,385.0,18699,85937,17176,122197,1264,0,38791,82142,122197,2014,201404,False,19084.0,4.503091595053448,0.1561740468260268
997,KOTAKBANK,Mar 2015,386.0,21770,104258,22049,148464,1385,0,45589,101490,148464,2015,201504,False,22156.0,4.70563278570139,0.149234831339584
998,KOTAKBANK,Mar 2016,917.0,32447,179679,27761,240804,1761,0,70274,168769,240804,2016,201604,False,33364.0,5.38541541781561,0.1385525157389412
999,KOTAKBANK,Mar 2017,920.0,37572,205230,32465,276188,1759,0,68462,205967,276188,2017,201704,False,38492.0,5.331757248259379,0.1393688357205961
1000,KOTAKBANK,Mar 2018,953.0,49535,249840,37392,337720,2543,0,90977,244201,337720,2018,201804,False,50488.0,4.948502614482649,0.1494966244225986
1001,KOTAKBANK,Mar 2019,954.0,56827,291763,45626,395171,2697,0,103487,288987,395171,2019,201904,False,57781.0,5.049462626122774,0.14621771334434966
1002,KOTAKBANK,Mar 2020,957.0,65680,326477,50059,443173,2675,0,111197,329301,443173,2020,202004,False,66637.0,4.899335204165854,0.1503634021025649
1003,KOTAKBANK,Mar 2021,991.0,83348,327110,67405,478854,2554,0,156946,319355,478854,2021,202104,False,84339.0,3.878514091938486,0.17612675262188476
1004,KOTAKBANK,Mar 2022,992.0,95673,365747,84086,546498,2723,0,164529,379245,546498,2022,202204,False,96665.0,3.783654890601562,0.17688079370830267
1005,KOTAKBANK,Mar 2023,993.0,110821,418807,89809,620430,3075,0,195338,422017,620430,2023,202304,False,111814.0,3.745568533457349,0.18022016988217848
1006,KOTAKBANK,Mar 2024,994.0,128978,520374,117321,767667,3510,0,246446,517711,767667,2024,202404,False,129972.0,4.003739266919029,0.16930778579774824
1007,JSWSTEEL,Mar 2013,284.0,16781,21625,18823,57513,34717,5898,1750,15148,57513,2013,201304,False,17065.0,1.2672135950776442,0.29671552518561023
1008,JSWSTEEL,Mar 2014,303.0,20871,35527,20939,77640,47046,9400,663,20531,77640,2014,201404,False,21174.0,1.6778596391801266,0.27272024729520866
1009,JSWSTEEL,Mar 2015,303.0,21987,38754,24610,85654,52176,8265,599,24613,85654,2015,201504,False,22290.0,1.7386271870794079,0.2602330305648306
1010,JSWSTEEL,Mar 2016,301.0,18665,42204,20737,81907,56140,7271,1195,17302,81907,2016,201604,False,18966.0,2.225245175577349,0.23155530052376475
